Member_number,Date,itemDescription,Day,Season,Vacation
3153,14/04/2014,frozen vegetables,Tue,Winter,Yes
3656,20/01/2014,dental care,Wed,Winter,Yes
1930,7/07/2014,UHT-milk,Thu,Winter,Yes
2761,19/08/2014,margarine,Fri,Winter,Yes
4443,10/11/2014,whole milk,Sat,Winter,Yes
3976,13/03/2014,onions,Sun,Winter,Yes
2671,4/06/2014,salty snack,Mon,Winter,Yes
3189,31/08/2014,whole milk,Tue,Winter,Yes
1850,12/03/2014,margarine,Wed,Winter,Yes
1899,1/03/2014,brown bread,Thu,Winter,Yes
2570,25/02/2014,roll products ,Fri,Winter,Yes
3805,18/09/2014,specialty fat,Sat,Winter,Yes
1580,20/02/2014,domestic eggs,Sun,Winter,Yes
3474,19/01/2014,curd,Mon,Winter,Yes
2758,27/12/2014,long life bakery product,Tue,Winter,Yes
1996,9/06/2014,yogurt,Wed,Winter,Yes
2426,26/09/2014,whipped/sour cream,Thu,Winter,Yes
4898,10/09/2014,margarine,Fri,Winter,Yes
1187,9/11/2014,domestic eggs,Sat,Winter,Yes
2056,14/05/2014,canned vegetables,Sun,Winter,Yes
4923,26/12/2014,domestic eggs,Mon,Winter,Yes
4321,14/01/2014,soda,Tue,Winter,Yes
2924,14/11/2014,frozen dessert,Wed,Winter,Yes
2029,26/08/2014,whole milk,Thu,Winter,Yes
2402,16/04/2014,yogurt,Fri,Winter,Yes
3137,18/10/2014,coffee,Sat,Winter,Yes
3115,16/09/2014,white bread,Sun,Winter,Yes
1628,20/06/2014,cream cheese ,Mon,Winter,Yes
1930,28/05/2014,soda,Tue,Winter,Yes
2751,13/10/2014,bottled water,Wed,Winter,Yes
1753,26/02/2014,canned fish,Thu,Winter,Yes
3323,8/02/2014,brown bread,Fri,Winter,Yes
3267,30/03/2014,herbs,Sat,Winter,Yes
1069,20/01/2014,rolls/buns,Sun,Winter,Yes
2164,31/01/2014,curd cheese,Mon,Winter,Yes
3660,28/07/2014,pastry,Tue,Winter,Yes
2129,5/09/2014,condensed milk,Wed,Winter,Yes
1836,23/10/2014,margarine,Thu,Winter,Yes
4007,9/12/2014,specialty chocolate,Fri,Winter,Yes
1715,25/02/2014,specialty chocolate,Sat,Winter,Yes
1225,3/10/2014,jam,Sun,Winter,Yes
4492,15/05/2014,yogurt,Mon,Winter,Yes
4197,5/04/2014,long life bakery product,Tue,Winter,Yes
4878,13/09/2014,whipped/sour cream,Wed,Winter,Yes
3574,20/02/2014,domestic eggs,Thu,Winter,Yes
4259,11/12/2014,newspapers,Fri,Winter,Yes
2131,12/12/2014,bottled water,Sat,Winter,Yes
1308,23/11/2014,whole milk,Sun,Winter,Yes
3089,24/02/2014,rolls/buns,Mon,Winter,Yes
3695,21/03/2014,margarine,Tue,Winter,Yes
1574,15/01/2014,flour,Wed,Winter,Yes
3643,21/08/2014,kitchen towels,Thu,Winter,Yes
4900,1/10/2014,root vegetables,Fri,Winter,Yes
4603,18/06/2014,popcorn,Sat,Winter,Yes
4088,18/02/2014,oil,Sun,Winter,Yes
2155,11/11/2014,salad dressing,Mon,Winter,Yes
1050,6/03/2014,yogurt,Tue,Winter,Yes
2144,2/10/2014,curd,Wed,Winter,Yes
4308,7/01/2014,whole milk,Thu,Winter,Yes
4741,28/02/2014,waffles,Fri,Winter,Yes
2550,12/07/2014,canned beer,Sat,Winter,Yes
1797,8/10/2014,sugar,Sun,Winter,Yes
4235,21/03/2014,curd,Mon,Winter,Yes
1680,9/09/2014,beverages,Tue,Winter,Yes
3348,14/05/2014,brown bread,Wed,Winter,Yes
2835,10/05/2014,whole milk,Thu,Winter,Yes
1391,19/12/2014,processed cheese,Fri,Winter,Yes
1086,10/12/2014,whipped/sour cream,Sat,Winter,Yes
2705,20/12/2014,sweet spreads,Sun,Winter,Yes
2803,20/02/2014,margarine,Mon,Winter,Yes
2045,9/07/2014,whole milk,Tue,Winter,Yes
4270,16/03/2014,brown bread,Wed,Winter,Yes
1817,2/09/2014,whipped/sour cream,Thu,Winter,Yes
4756,9/05/2014,curd,Fri,Winter,Yes
4125,3/06/2014,rolls/buns,Sat,Winter,Yes
4014,1/02/2014,shopping bags,Sun,Winter,Yes
1500,26/09/2014,shopping bags,Mon,Winter,Yes
3855,15/07/2014,yogurt,Tue,Winter,Yes
2037,5/05/2014,curd,Wed,Winter,Yes
4907,1/02/2014,whipped/sour cream,Thu,Winter,Yes
2055,14/12/2014,soda,Fri,Winter,Yes
1133,21/03/2014,shopping bags,Sat,Winter,Yes
3099,16/12/2014,butter milk,Sun,Winter,Yes
4261,13/06/2014,fruit/vegetable juice,Mon,Winter,Yes
2276,25/07/2014,whipped/sour cream,Tue,Winter,Yes
2584,2/04/2014,curd,Wed,Winter,Yes
1544,1/05/2014,semi-finished bread,Thu,Winter,Yes
4416,3/09/2014,margarine,Fri,Winter,Yes
3727,2/05/2014,cat food,Sat,Winter,Yes
1059,14/06/2014,salty snack,Sun,Winter,Yes
1999,30/04/2014,frozen vegetables,Mon,Winter,Yes
2584,19/06/2014,curd,Tue,Winter,Yes
3528,7/09/2014,liquor (appetizer),Wed,Winter,Yes
3782,25/04/2014,tropical fruit,Thu,Winter,Yes
4453,20/03/2014,whole milk,Fri,Winter,Yes
1881,15/02/2014,bottled water,Sat,Winter,Yes
4122,20/10/2014,nut snack,Sun,Winter,Yes
4874,21/02/2014,bottled water,Mon,Winter,Yes
1410,7/02/2014,mustard,Tue,Winter,Yes
3357,19/05/2014,long life bakery product,Wed,Winter,Yes
1554,27/10/2014,canned fish,Thu,Winter,Yes
1652,5/05/2014,yogurt,Fri,Winter,Yes
4251,1/07/2014,ice cream,Sat,Winter,Yes
4316,3/05/2014,soda,Sun,Winter,Yes
1491,4/08/2014,soft cheese,Mon,Winter,Yes
1522,11/10/2014,long life bakery product,Tue,Winter,Yes
1927,20/06/2014,mayonnaise,Wed,Winter,Yes
3668,24/10/2014,whole milk,Thu,Winter,Yes
4385,5/08/2014,bottled water,Fri,Winter,Yes
3005,26/11/2014,newspapers,Sat,Winter,Yes
2132,24/01/2014,waffles,Sun,Winter,Yes
2484,16/07/2014,whipped/sour cream,Mon,Winter,Yes
2264,22/07/2014,canned beer,Tue,Winter,Yes
3045,16/08/2014,chocolate,Wed,Winter,Yes
4297,30/05/2014,rolls/buns,Thu,Winter,Yes
1050,30/05/2014,yogurt,Fri,Winter,Yes
3718,7/07/2014,bottled water,Sat,Winter,Yes
1423,13/10/2014,mustard,Sun,Winter,Yes
1071,26/09/2014,roll products ,Mon,Winter,Yes
1399,5/04/2014,other vegetables,Tue,Winter,Yes
2892,19/08/2014,pastry,Wed,Winter,Yes
2396,19/08/2014,tropical fruit,Thu,Winter,Yes
3663,2/01/2014,frozen vegetables,Fri,Winter,Yes
4139,25/03/2014,domestic eggs,Sat,Winter,Yes
4044,8/07/2014,cream cheese ,Sun,Winter,Yes
3639,20/01/2014,whipped/sour cream,Mon,Winter,Yes
1753,3/10/2014,whole milk,Tue,Winter,Yes
1835,8/07/2014,detergent,Wed,Winter,Yes
1783,14/02/2014,yogurt,Thu,Winter,Yes
3863,1/09/2014,frozen dessert,Fri,Winter,Yes
1229,3/09/2014,white bread,Sat,Winter,Yes
2470,1/05/2014,white bread,Sun,Winter,Yes
1828,6/01/2014,spread cheese,Mon,Winter,Yes
3360,12/04/2014,hamburger meat,Tue,Winter,Yes
4690,6/03/2014,softener,Wed,Winter,Yes
4814,8/01/2014,whole milk,Thu,Winter,Yes
3099,10/02/2014,butter,Fri,Winter,Yes
3961,23/06/2014,bottled water,Sat,Winter,Yes
1948,2/11/2014,hamburger meat,Sun,Winter,Yes
4414,15/10/2014,shopping bags,Mon,Winter,Yes
2906,13/11/2014,brown bread,Tue,Winter,Yes
2017,7/10/2014,coffee,Wed,Winter,Yes
2086,18/06/2014,liquor,Thu,Winter,Yes
3082,10/11/2014,frozen dessert,Fri,Winter,Yes
4574,1/05/2014,other vegetables,Sat,Winter,Yes
3696,5/04/2014,roll products ,Sun,Winter,Yes
1653,23/04/2014,pastry,Mon,Winter,Yes
2930,3/04/2014,fruit/vegetable juice,Tue,Winter,Yes
3602,7/10/2014,butter,Wed,Winter,Yes
1103,28/07/2014,hygiene articles,Thu,Winter,Yes
3223,6/08/2014,pork,Fri,Winter,Yes
4788,9/09/2014,whole milk,Sat,Winter,Yes
3358,22/10/2014,hard cheese,Sun,Winter,Yes
4133,2/02/2014,yogurt,Mon,Winter,Yes
4160,10/07/2014,specialty cheese,Tue,Winter,Yes
2080,23/07/2014,specialty vegetables,Wed,Winter,Yes
1877,22/06/2014,butter,Thu,Winter,Yes
2243,1/10/2014,tropical fruit,Fri,Winter,Yes
2738,16/01/2014,pastry,Sat,Winter,Yes
3869,12/08/2014,white bread,Sun,Winter,Yes
2924,26/05/2014,sliced cheese,Mon,Winter,Yes
4613,4/10/2014,butter,Tue,Winter,Yes
3421,18/10/2014,waffles,Wed,Winter,Yes
4764,28/08/2014,domestic eggs,Thu,Winter,Yes
4800,27/10/2014,cake bar,Fri,Winter,Yes
1288,20/08/2014,packaged fruit/vegetables,Sat,Winter,Yes
2194,6/06/2014,whole milk,Sun,Winter,Yes
2072,12/08/2014,chocolate,Mon,Winter,Yes
2950,3/02/2014,soda,Tue,Winter,Yes
1681,6/07/2014,popcorn,Wed,Winter,Yes
3957,20/07/2014,curd,Thu,Winter,Yes
1004,13/10/2014,chocolate,Fri,Winter,Yes
4048,12/04/2014,fruit/vegetable juice,Sat,Winter,Yes
2309,17/04/2014,yogurt,Sun,Winter,Yes
3238,6/02/2014,canned beer,Mon,Winter,Yes
3613,20/10/2014,bottled water,Tue,Winter,Yes
1716,11/08/2014,fruit/vegetable juice,Wed,Winter,Yes
3669,25/06/2014,processed cheese,Thu,Winter,Yes
4806,13/09/2014,brown bread,Fri,Winter,Yes
1434,13/11/2014,margarine,Sat,Winter,Yes
3977,1/02/2014,butter milk,Sun,Winter,Yes
4086,14/01/2014,semi-finished bread,Mon,Winter,Yes
3357,22/06/2014,newspapers,Tue,Winter,Yes
2159,8/10/2014,pot plants,Wed,Winter,Yes
2984,25/09/2014,cake bar,Thu,Winter,Yes
1351,15/01/2014,detergent,Fri,Winter,Yes
1359,29/05/2014,frozen fish,Sat,Winter,Yes
3636,10/08/2014,brown bread,Sun,Winter,Yes
3783,11/04/2014,white bread,Mon,Winter,Yes
2807,2/06/2014,newspapers,Tue,Winter,Yes
3960,15/02/2014,whipped/sour cream,Wed,Winter,Yes
4233,23/06/2014,roll products ,Thu,Winter,Yes
3683,5/10/2014,newspapers,Fri,Winter,Yes
4838,7/09/2014,frozen vegetables,Sat,Winter,Yes
2779,21/01/2014,whipped/sour cream,Sun,Winter,Yes
4297,2/03/2014,fruit/vegetable juice,Mon,Winter,Yes
1258,9/08/2014,fruit/vegetable juice,Tue,Winter,Yes
2755,25/11/2014,frozen vegetables,Wed,Winter,Yes
2340,17/01/2014,yogurt,Thu,Winter,Yes
1690,9/05/2014,whipped/sour cream,Fri,Winter,Yes
2592,8/09/2014,grapes,Sat,Winter,Yes
2952,12/01/2014,whipped/sour cream,Sun,Winter,Yes
3246,25/12/2014,root vegetables,Mon,Winter,Yes
1900,15/03/2014,vinegar,Tue,Winter,Yes
3414,22/05/2014,whole milk,Wed,Winter,Yes
1153,10/08/2014,whole milk,Thu,Winter,Yes
1751,4/09/2014,herbs,Fri,Winter,Yes
2499,1/11/2014,beverages,Sat,Winter,Yes
2355,19/02/2014,domestic eggs,Sun,Winter,Yes
3660,21/09/2014,rolls/buns,Mon,Winter,Yes
2760,20/06/2014,long life bakery product,Tue,Winter,Yes
1028,24/04/2014,baking powder,Wed,Winter,Yes
4657,3/04/2014,margarine,Thu,Winter,Yes
1569,9/03/2014,bottled beer,Fri,Winter,Yes
3737,6/07/2014,bottled water,Sat,Winter,Yes
3462,1/10/2014,other vegetables,Sun,Winter,Yes
2921,18/11/2014,frozen vegetables,Mon,Winter,Yes
1111,3/03/2014,frozen vegetables,Tue,Winter,Yes
1261,6/10/2014,domestic eggs,Wed,Winter,Yes
1572,31/03/2014,berries,Thu,Winter,Yes
1811,2/06/2014,other vegetables,Fri,Winter,Yes
3287,12/11/2014,vinegar,Sat,Winter,Yes
1020,19/07/2014,butter,Sun,Winter,Yes
2374,16/09/2014,rolls/buns,Mon,Winter,Yes
2252,10/03/2014,brown bread,Tue,Winter,Yes
3289,21/03/2014,margarine,Wed,Winter,Yes
1312,12/11/2014,waffles,Thu,Winter,Yes
1045,12/01/2014,yogurt,Fri,Winter,Yes
1275,18/01/2014,domestic eggs,Sat,Winter,Yes
4241,2/10/2014,yogurt,Sun,Winter,Yes
1116,22/06/2014,butter milk,Mon,Winter,Yes
1356,17/08/2014,butter milk,Tue,Winter,Yes
2354,6/01/2014,rolls/buns,Wed,Winter,Yes
4045,30/07/2014,coffee,Thu,Winter,Yes
3189,16/04/2014,pot plants,Fri,Winter,Yes
3515,31/05/2014,brown bread,Sat,Winter,Yes
1169,25/01/2014,whole milk,Sun,Winter,Yes
2299,4/08/2014,shopping bags,Mon,Winter,Yes
3539,7/11/2014,whipped/sour cream,Tue,Winter,Yes
2389,6/06/2014,frozen vegetables,Wed,Winter,Yes
1487,2/11/2014,butter,Thu,Winter,Yes
4698,20/01/2014,rolls/buns,Fri,Winter,Yes
3335,5/09/2014,canned fish,Sat,Winter,Yes
1065,14/01/2014,whole milk,Sun,Winter,Yes
4763,27/02/2014,whole milk,Mon,Winter,Yes
2879,27/06/2014,herbs,Tue,Winter,Yes
1451,28/08/2014,bottled water,Wed,Winter,Yes
1947,7/01/2014,berries,Thu,Winter,Yes
4364,13/04/2014,frozen vegetables,Fri,Winter,Yes
4477,14/10/2014,newspapers,Sat,Winter,Yes
1150,6/09/2014,rolls/buns,Sun,Winter,Yes
2873,23/05/2014,whole milk,Mon,Winter,Yes
3040,11/10/2014,frozen meals,Tue,Winter,Yes
4862,8/06/2014,tropical fruit,Wed,Winter,Yes
2795,27/06/2014,soda,Thu,Winter,Yes
2254,30/01/2014,frozen vegetables,Fri,Winter,Yes
2066,29/12/2014,yogurt,Sat,Winter,Yes
3180,9/11/2014,flour,Sun,Winter,Yes
1205,12/08/2014,bottled water,Mon,Winter,Yes
4040,14/11/2014,margarine,Tue,Winter,Yes
4760,16/10/2014,curd,Wed,Winter,Yes
2357,5/06/2014,frozen vegetables,Thu,Winter,Yes
1507,24/05/2014,domestic eggs,Fri,Winter,Yes
1870,10/06/2014,yogurt,Sat,Winter,Yes
3900,5/08/2014,curd,Sun,Winter,Yes
3627,6/07/2014,butter,Mon,Winter,Yes
2098,2/08/2014,rolls/buns,Tue,Winter,Yes
2242,27/04/2014,napkins,Wed,Winter,Yes
3444,7/01/2014,syrup,Thu,Winter,Yes
2437,24/06/2014,butter milk,Fri,Winter,Yes
2267,10/06/2014,instant coffee,Sat,Winter,Yes
3930,31/05/2014,curd,Sun,Winter,Yes
1964,18/03/2014,hygiene articles,Mon,Winter,Yes
4362,14/01/2014,rolls/buns,Tue,Winter,Yes
2339,20/05/2014,whole milk,Wed,Winter,Yes
1663,24/02/2014,soft cheese,Thu,Winter,Yes
2384,14/01/2014,rolls/buns,Fri,Winter,Yes
3013,19/04/2014,domestic eggs,Sat,Winter,Yes
3765,1/04/2014,whole milk,Sun,Winter,Yes
1446,7/05/2014,bottled water,Mon,Winter,Yes
2135,15/02/2014,newspapers,Tue,Winter,Yes
4872,1/06/2014,softener,Wed,Winter,Yes
4817,14/05/2014,candles,Thu,Winter,Yes
2571,7/07/2014,long life bakery product,Fri,Winter,Yes
4338,7/07/2014,salty snack,Sat,Winter,Yes
2760,1/04/2014,domestic eggs,Sun,Winter,Yes
4564,11/10/2014,bottled beer,Mon,Winter,Yes
1862,21/05/2014,oil,Tue,Winter,Yes
4155,10/09/2014,whole milk,Wed,Winter,Yes
2965,4/01/2014,white bread,Thu,Winter,Yes
4854,12/01/2014,domestic eggs,Fri,Winter,Yes
3349,18/01/2014,liquor,Sat,Winter,Yes
3416,5/04/2014,bottled beer,Sun,Winter,Yes
1466,23/08/2014,white bread,Mon,Winter,Yes
1032,23/09/2014,whole milk,Tue,Winter,Yes
4489,24/05/2014,bottled water,Wed,Winter,Yes
3862,14/03/2014,onions,Thu,Winter,Yes
1181,13/07/2014,oil,Fri,Winter,Yes
4772,8/06/2014,curd,Sat,Winter,Yes
3612,31/05/2014,yogurt,Sun,Winter,Yes
3266,7/10/2014,margarine,Mon,Winter,Yes
4969,7/01/2014,salty snack,Tue,Winter,Yes
1035,15/08/2014,white wine,Wed,Winter,Yes
2917,22/04/2014,waffles,Thu,Winter,Yes
2861,25/10/2014,whole milk,Fri,Winter,Yes
3247,9/08/2014,pastry,Sat,Winter,Yes
3913,6/05/2014,bottled beer,Sun,Winter,Yes
3877,20/06/2014,cat food,Mon,Winter,Yes
1129,14/11/2014,yogurt,Tue,Winter,Yes
2605,2/06/2014,other vegetables,Wed,Winter,Yes
2308,10/09/2014,yogurt,Thu,Winter,Yes
1412,20/06/2014,newspapers,Fri,Winter,Yes
3743,6/01/2014,soda,Sat,Winter,Yes
2937,6/10/2014,shopping bags,Sun,Winter,Yes
1932,6/07/2014,bottled beer,Mon,Winter,Yes
3857,3/04/2014,hard cheese,Tue,Winter,Yes
3810,21/07/2014,margarine,Wed,Winter,Yes
1241,14/08/2014,pasta,Thu,Winter,Yes
1607,12/10/2014,shopping bags,Fri,Winter,Yes
3854,26/06/2014,sweet spreads,Sat,Winter,Yes
4509,30/07/2014,rolls/buns,Sun,Winter,Yes
2654,8/08/2014,soda,Mon,Winter,Yes
2511,4/10/2014,artif. sweetener,Tue,Winter,Yes
4337,27/04/2014,coffee,Wed,Winter,Yes
2993,8/07/2014,butter milk,Thu,Winter,Yes
3138,28/12/2014,rolls/buns,Fri,Winter,Yes
3518,8/02/2014,whole milk,Sat,Winter,Yes
1057,6/01/2014,domestic eggs,Sun,Winter,Yes
2125,2/04/2014,chewing gum,Mon,Winter,Yes
4137,23/07/2014,canned fish,Tue,Winter,Yes
4761,24/11/2014,white bread,Wed,Winter,Yes
1162,28/03/2014,berries,Thu,Winter,Yes
1761,26/02/2014,dish cleaner,Fri,Winter,Yes
3507,20/07/2014,newspapers,Sat,Winter,Yes
3104,6/02/2014,bottled beer,Sun,Winter,Yes
2070,27/04/2014,domestic eggs,Mon,Winter,Yes
4266,19/02/2014,margarine,Tue,Winter,Yes
4187,4/05/2014,soda,Wed,Winter,Yes
3297,29/05/2014,fruit/vegetable juice,Thu,Winter,Yes
2618,5/01/2014,whipped/sour cream,Fri,Winter,Yes
3895,2/06/2014,soda,Sat,Winter,Yes
4657,21/09/2014,rolls/buns,Sun,Winter,Yes
2042,17/04/2014,shopping bags,Mon,Winter,Yes
1342,3/04/2014,rolls/buns,Tue,Winter,Yes
2784,26/05/2014,whipped/sour cream,Wed,Winter,Yes
4110,25/01/2014,yogurt,Thu,Winter,Yes
2908,27/04/2014,yogurt,Fri,Winter,Yes
3489,26/08/2014,margarine,Sat,Winter,Yes
1335,3/01/2014,dishes,Sun,Winter,Yes
2718,7/02/2014,root vegetables,Mon,Winter,Yes
1153,28/03/2014,rolls/buns,Tue,Winter,Yes
4165,3/04/2014,brown bread,Wed,Winter,Yes
3769,31/01/2014,yogurt,Thu,Winter,Yes
1733,27/02/2014,rolls/buns,Fri,Winter,Yes
2290,23/12/2014,margarine,Sat,Winter,Yes
2669,24/03/2014,rolls/buns,Sun,Winter,Yes
1852,4/03/2014,whole milk,Mon,Winter,Yes
4515,6/03/2014,sugar,Tue,Winter,Yes
4875,15/04/2014,bottled beer,Wed,Winter,Yes
3437,31/10/2014,frozen vegetables,Thu,Winter,Yes
1494,16/05/2014,hard cheese,Fri,Winter,Yes
4505,30/12/2014,root vegetables,Sat,Winter,Yes
2440,10/11/2014,domestic eggs,Sun,Winter,Yes
2603,28/06/2014,yogurt,Mon,Winter,Yes
4629,23/11/2014,pickled vegetables,Tue,Winter,Yes
3382,1/04/2014,yogurt,Wed,Winter,Yes
4509,6/06/2014,liquor,Thu,Winter,Yes
1510,13/10/2014,frozen meals,Fri,Winter,Yes
2470,12/12/2014,oil,Sat,Winter,Yes
4487,8/04/2014,hygiene articles,Sun,Winter,Yes
4574,22/11/2014,bottled beer,Mon,Winter,Yes
4005,13/05/2014,mustard,Tue,Winter,Yes
1379,11/06/2014,oil,Wed,Winter,Yes
3830,12/10/2014,ice cream,Thu,Winter,Yes
4812,9/06/2014,other vegetables,Fri,Winter,Yes
3956,1/01/2014,shopping bags,Sat,Winter,Yes
4234,1/10/2014,beverages,Sun,Winter,Yes
3180,30/07/2014,whole milk,Mon,Winter,Yes
3300,31/07/2014,rolls/buns,Tue,Winter,Yes
4287,20/07/2014,pasta,Wed,Winter,Yes
1628,10/02/2014,margarine,Thu,Winter,Yes
2033,5/04/2014,sweet spreads,Fri,Winter,Yes
2517,17/04/2014,flour,Sat,Winter,Yes
2430,28/01/2014,margarine,Sun,Winter,Yes
3108,25/03/2014,domestic eggs,Mon,Winter,Yes
4574,18/04/2014,yogurt,Tue,Winter,Yes
2851,5/05/2014,specialty chocolate,Wed,Winter,Yes
4719,12/02/2014,detergent,Thu,Winter,Yes
1128,27/03/2014,soda,Fri,Winter,Yes
1571,17/11/2014,bottled beer,Sat,Winter,Yes
1810,30/04/2014,domestic eggs,Sun,Winter,Yes
2453,1/10/2014,napkins,Mon,Winter,Yes
3616,5/11/2014,cling film/bags,Tue,Winter,Yes
2530,6/08/2014,cream cheese ,Wed,Winter,Yes
4617,24/11/2014,brandy,Thu,Winter,Yes
2176,14/05/2014,butter,Fri,Winter,Yes
4183,19/06/2014,dog food,Sat,Winter,Yes
2951,30/12/2014,frozen vegetables,Sun,Winter,Yes
2587,30/10/2014,honey,Mon,Winter,Yes
4540,23/08/2014,kitchen towels,Tue,Winter,Yes
3024,22/12/2014,roll products ,Wed,Winter,Yes
2348,23/07/2014,shopping bags,Thu,Winter,Yes
4559,1/09/2014,frozen vegetables,Fri,Winter,Yes
3213,2/07/2014,chocolate marshmallow,Sat,Winter,Yes
3972,14/08/2014,hard cheese,Sun,Winter,Yes
4935,16/02/2014,cat food,Mon,Winter,Yes
4198,10/11/2014,rolls/buns,Tue,Winter,Yes
1139,2/02/2014,brown bread,Wed,Winter,Yes
4959,10/10/2014,rubbing alcohol,Thu,Winter,Yes
1550,3/09/2014,brown bread,Fri,Winter,Yes
3536,4/04/2014,oil,Sat,Winter,Yes
4697,3/11/2014,bottled water,Sun,Winter,Yes
3164,24/03/2014,white bread,Mon,Winter,Yes
4640,3/11/2014,bottled water,Tue,Winter,Yes
2986,5/11/2014,newspapers,Wed,Winter,Yes
1878,22/08/2014,soda,Thu,Winter,Yes
1037,24/02/2014,white bread,Fri,Winter,Yes
3863,10/03/2014,specialty cheese,Sat,Winter,Yes
1534,5/11/2014,bottled water,Sun,Winter,Yes
1109,22/11/2014,salty snack,Mon,Winter,Yes
2381,7/05/2014,soda,Tue,Winter,Yes
3787,25/09/2014,white bread,Wed,Winter,Yes
4628,2/07/2014,coffee,Thu,Winter,Yes
3157,8/10/2014,waffles,Fri,Winter,Yes
2535,29/12/2014,white wine,Sat,Winter,Yes
1006,5/07/2014,softener,Sun,Winter,Yes
3897,4/11/2014,coffee,Mon,Winter,Yes
2804,19/09/2014,canned vegetables,Tue,Winter,Yes
3804,21/09/2014,canned beer,Wed,Winter,Yes
3060,18/08/2014,butter,Thu,Winter,Yes
3158,6/05/2014,soda,Fri,Winter,Yes
2651,11/09/2014,white bread,Sat,Winter,Yes
2036,2/02/2014,soda,Sun,Winter,Yes
3362,31/05/2014,soda,Mon,Winter,Yes
3511,4/06/2014,bottled beer,Tue,Winter,Yes
3083,27/05/2014,fruit/vegetable juice,Wed,Winter,Yes
2193,23/10/2014,pastry,Thu,Winter,Yes
2733,4/01/2014,red/blush wine,Fri,Winter,Yes
3158,3/09/2014,margarine,Sat,Winter,Yes
4794,2/10/2014,beverages,Sun,Winter,Yes
4515,24/04/2014,soda,Mon,Winter,Yes
1171,4/08/2014,soda,Tue,Winter,Yes
2375,25/03/2014,cat food,Wed,Winter,Yes
1234,12/05/2014,pastry,Thu,Winter,Yes
3488,25/06/2014,specialty chocolate,Fri,Winter,Yes
1118,9/12/2014,condensed milk,Sat,Winter,Yes
1754,30/06/2014,pickled vegetables,Sun,Winter,Yes
3772,30/07/2014,shopping bags,Mon,Winter,Yes
4906,11/03/2014,brandy,Tue,Winter,Yes
3727,6/07/2014,coffee,Wed,Winter,Yes
4502,13/09/2014,shopping bags,Thu,Winter,Yes
3329,4/06/2014,pastry,Fri,Winter,Yes
4342,17/04/2014,whole milk,Sat,Winter,Yes
4659,5/10/2014,soda,Sun,Winter,Yes
2359,5/07/2014,instant coffee,Mon,Winter,Yes
4133,17/02/2014,pastry,Tue,Winter,Yes
1777,2/04/2014,sugar,Wed,Winter,Yes
1696,6/09/2014,coffee,Thu,Winter,Yes
2888,4/05/2014,other vegetables,Fri,Winter,Yes
2166,11/10/2014,brown bread,Sat,Winter,Yes
1780,7/10/2014,whole milk,Sun,Winter,Yes
2477,1/04/2014,soda,Mon,Winter,Yes
3344,14/01/2014,yogurt,Tue,Winter,Yes
3658,8/05/2014,whipped/sour cream,Wed,Winter,Yes
4106,18/07/2014,bottled water,Thu,Winter,Yes
1810,7/09/2014,other vegetables,Fri,Winter,Yes
2698,31/03/2014,whole milk,Sat,Winter,Yes
2470,13/12/2014,rolls/buns,Sun,Winter,Yes
3122,30/09/2014,hygiene articles,Mon,Winter,Yes
4637,8/12/2014,meat spreads,Tue,Winter,Yes
3435,29/05/2014,pasta,Wed,Winter,Yes
3982,13/02/2014,dessert,Thu,Winter,Yes
1297,31/01/2014,red/blush wine,Fri,Winter,Yes
2935,3/01/2014,processed cheese,Sat,Winter,Yes
2625,24/09/2014,whole milk,Sun,Winter,Yes
2830,19/07/2014,rolls/buns,Mon,Winter,Yes
1347,22/07/2014,semi-finished bread,Tue,Winter,Yes
3768,30/06/2014,soda,Wed,Winter,Yes
4709,8/08/2014,pasta,Thu,Winter,Yes
3544,3/09/2014,whole milk,Fri,Winter,Yes
1525,25/10/2014,bottled water,Sat,Winter,Yes
2339,26/03/2014,fruit/vegetable juice,Sun,Winter,Yes
1268,22/07/2014,misc. beverages,Mon,Winter,Yes
4635,8/05/2014,bottled water,Tue,Winter,Yes
4498,14/06/2014,pastry,Wed,Winter,Yes
4747,1/05/2014,pastry,Thu,Winter,Yes
1747,24/05/2014,other vegetables,Fri,Winter,Yes
3396,13/07/2014,yogurt,Sat,Winter,Yes
2873,9/10/2014,cake bar,Sun,Winter,Yes
2811,14/11/2014,yogurt,Mon,Winter,Yes
3549,29/07/2014,sugar,Tue,Winter,Yes
3675,6/02/2014,liquor,Wed,Winter,Yes
2309,31/10/2014,frozen vegetables,Thu,Winter,Yes
3112,16/11/2014,domestic eggs,Fri,Winter,Yes
1905,2/06/2014,butter,Sat,Winter,Yes
2811,10/05/2014,hygiene articles,Sun,Winter,Yes
1561,28/03/2014,fruit/vegetable juice,Mon,Winter,Yes
1640,3/03/2014,oil,Tue,Winter,Yes
2185,1/04/2014,flour,Wed,Winter,Yes
1697,15/06/2014,other vegetables,Thu,Winter,Yes
2102,4/12/2014,pet care,Fri,Winter,Yes
4597,15/04/2014,long life bakery product,Sat,Winter,Yes
3084,10/08/2014,yogurt,Sun,Winter,Yes
1479,24/04/2014,liquor (appetizer),Mon,Winter,Yes
4840,15/04/2014,house keeping products,Tue,Winter,Yes
2962,29/07/2014,pastry,Wed,Winter,Yes
3346,29/11/2014,frozen meals,Thu,Winter,Yes
2789,29/05/2014,bottled beer,Fri,Winter,Yes
4915,18/03/2014,processed cheese,Sat,Winter,Yes
